Time,ID,B0,B1,B2,B3,B4,B5,B6,B7
-1496624507.22786,076,3E,6D,C0,80,00,00,00,00
-1496624507.22811,077,00,74,08,02,7F,F7,F1,F2
-1496624507.22836,07D,00,00,F4,B0,00,BF,EF,FE
-1496624507.24249,078,01,28,80,10,00,00,00,00
-1496624507.24887,076,3E,6E,C0,80,00,00,00,00
-1496624507.24888,077,00,75,08,03,7F,F7,FD,F1
-1496624507.24889,07D,00,00,F3,C0,00,BF,EF,FE
-1496624507.26274,078,00,28,00,10,00,00,00,00
-1496624507.26887,076,3E,6E,C0,80,00,00,00,00
-1496624507.26888,077,00,76,08,01,7F,F8,01,F5
-1496624507.26889,07D,00,00,F2,D0,00,BF,EF,FE
-1496624507.28151,078,01,28,80,10,00,00,00,00
-1496624507.28837,076,3E,6E,C0,80,00,00,00,00
-1496624507.28838,077,00,79,08,02,7F,F7,F5,F4
-1496624507.28839,07D,00,00,F1,E0,00,BF,EF,FE
-1496624507.30237,078,01,28,80,10,00,00,00,00
-1496624507.30912,076,3E,6D,C0,80,00,00,00,00
-1496624507.30914,077,00,7B,08,01,7F,F7,ED,F3
-1496624507.30914,07D,00,00,F0,F0,00,BF,EF,FE
-1496624507.32275,078,54,29,00,10,00,00,00,00
-1496624507.3285,076,3E,6C,C0,80,00,00,00,00
-1496624507.32863,077,00,7C,08,03,7F,F7,F1,F3
-1496624507.32864,07D,00,00,FF,00,00,BF,EF,FE
-1496624507.34138,078,01,28,80,10,00,00,00,00
-1496624507.34814,076,3E,68,C0,80,00,00,00,00
-1496624507.34815,077,00,80,08,03,7F,F7,FD,F3
-1496624507.34826,07D,00,00,FE,10,00,BF,EF,FE
-1496624507.36301,078,03,28,80,10,00,00,00,00
-1496624507.36863,076,3E,62,C0,80,00,00,00,00
-1496624507.36876,077,00,81,08,01,7F,F7,E9,F3
-1496624507.36877,07D,00,00,FD,20,00,BF,EF,FE
-1496624507.38188,078,00,28,00,10,00,00,00,00
-1496624507.38788,076,3E,5A,C0,80,00,00,00,00
-1496624507.38813,077,00,82,08,01,7F,F7,E1,F4
-1496624507.38838,07D,00,00,FC,30,00,BF,EF,FE
-1496624507.40138,078,01,28,80,10,00,00,00,00
-1496624507.40814,076,3E,50,C0,80,00,00,00,00
-1496624507.40826,077,00,85,08,01,7F,F7,F1,F3
-1496624507.40851,07D,00,00,FB,40,00,BF,EF,FE
-1496624507.42303,078,55,29,80,10,00,00,00,00
-1496624507.42877,076,3E,41,C0,80,00,00,00,00
-1496624507.42878,077,00,86,08,01,7F,F7,FD,F3
-1496624507.42879,07D,00,00,FA,50,00,BF,EF,FE
-1496624507.44189,078,00,28,00,10,00,00,00,00
-1496624507.44877,076,3E,30,C0,80,00,00,00,00
-1496624507.44902,077,00,88,08,01,7F,F7,F5,F4
-1496624507.44903,07D,00,00,F9,60,00,BF,EF,FE
-1496624507.46165,078,01,28,80,10,00,00,00,00
-1496624507.46865,076,3E,1B,C0,80,00,00,00,00
-1496624507.46877,077,00,8B,08,01,7F,F7,E9,F4
-1496624507.46878,07D,00,00,F8,70,00,BF,EF,FE
-1496624507.4829,078,01,28,80,10,00,00,00,00
-1496624507.48852,076,3E,04,C0,80,00,00,00,00
-1496624507.48865,077,00,8D,08,01,7F,F7,ED,F3
-1496624507.48866,07D,00,00,F7,80,00,BF,EF,FE
-1496624507.50264,078,00,28,00,10,00,00,00,00
-1496624507.50817,076,3D,EA,C0,80,00,00,00,00
-1496624507.50817,077,00,8F,08,02,7F,F7,F1,F3
-1496624507.50852,07D,00,00,F6,90,00,BF,EF,FE
-1496624507.52153,078,55,29,80,10,00,00,00,00
-1496624507.52792,076,3D,CE,C0,80,00,00,00,00
-1496624507.52803,077,00,91,08,02,7F,F7,FD,F3
-1496624507.52828,07D,00,00,F5,A0,00,3F,EF,FE
-1496624507.5424,078,01,28,80,10,00,00,00,00
-1496624507.54803,076,3D,AE,C0,80,00,00,00,00
-1496624507.54815,077,00,91,08,01,7F,F7,F9,F4
-1496624507.5484,07D,00,00,F4,B0,00,3F,EF,FE
-1496624507.56191,078,00,28,00,10,00,00,00,00
-1496624507.56791,076,3D,8C,C0,80,00,00,00,00
-1496624507.56816,077,00,94,08,03,7F,F7,ED,F5
-1496624507.56828,07D,00,00,F3,C0,00,3F,EF,FE
-1496624507.58166,078,01,28,80,10,00,00,00,00
-1496624507.58867,076,3D,64,C0,80,00,00,00,00
-1496624507.58878,077,00,95,08,02,7F,F7,F1,F3
-1496624507.58903,07D,00,00,F2,D0,00,3F,EF,FE
-1496624507.60254,078,01,28,80,10,00,00,00,00
-1496624507.60816,076,3D,38,C0,80,00,00,00,00
-1496624507.60818,077,00,96,08,05,7F,F7,F5,F3
-1496624507.60841,07D,00,00,F1,E0,00,3F,EF,FE
-1496624507.62304,078,54,29,00,10,00,00,00,00
-1496624507.62879,076,3D,08,C0,80,00,00,00,00
-1496624507.62904,077,00,9A,08,07,7F,F7,F9,F5
-1496624507.62905,07D,00,00,F0,F0,00,3F,EF,FE
-1496624507.64129,078,01,28,80,10,00,00,00,00
-1496624507.64817,076,3C,D3,C0,80,00,00,00,00
-1496624507.64818,077,00,9C,08,06,7F,F7,F9,F4
-1496624507.64829,07D,00,00,FF,00,00,3F,EF,FE
-1496624507.66292,078,01,28,80,10,00,00,00,00
-1496624507.66868,076,3C,9C,C0,80,00,00,00,00
-1496624507.66892,077,00,9D,08,07,7F,F7,ED,F4
-1496624507.66893,07D,00,00,FE,10,00,3F,EF,FE
-1496624507.68169,078,00,28,00,10,00,00,00,00
-1496624507.68855,076,3C,62,C0,80,00,00,00,00
-1496624507.68867,077,00,9F,08,0A,7F,F7,F1,F3
-1496624507.68869,07D,00,00,FD,20,00,3F,EF,FE
-1496624507.70129,078,01,28,80,10,00,00,00,00
-1496624507.70933,076,3C,27,C0,80,00,00,00,00
-1496624507.70934,077,00,A0,08,09,7F,F8,01,F4
-1496624507.70935,07D,00,00,FC,30,00,3F,EF,FE
-1496624507.72305,078,55,29,80,10,00,00,00,00
-1496624507.72856,076,3B,E9,C0,80,00,00,00,00
-1496624507.72857,077,00,A3,08,09,7F,F7,FD,F6
-1496624507.72868,07D,00,00,FB,40,00,3F,EF,FE
-1496624507.74255,078,00,28,00,10,00,00,00,00
-1496624507.74796,076,3B,AA,C0,80,00,00,00,00
-1496624507.74806,077,00,A4,08,0B,7F,F7,FD,F4
-1496624507.7483,07D,00,00,FA,50,00,3F,EF,FE
-1496624507.76155,078,01,28,80,10,00,00,00,00
-1496624507.76881,076,3B,6C,C0,80,00,00,00,00
-1496624507.76882,077,00,A5,08,0C,7F,F7,F9,F3
-1496624507.76883,07D,00,00,F9,60,00,3F,EF,FE
-1496624507.78306,078,01,28,80,10,00,00,00,00
-1496624507.78869,076,3B,2E,C0,80,00,00,00,00
-1496624507.78881,077,00,A8,08,0E,7F,F8,05,F3
-1496624507.78906,07D,00,00,F8,70,00,3F,EF,FE
-1496624507.80268,078,00,28,00,10,00,00,00,00
-1496624507.80821,076,3A,F3,C0,80,00,00,00,00
-1496624507.80831,077,00,A8,08,0E,7F,F8,09,F4
-1496624507.80844,07D,00,00,F7,80,00,3F,EF,FE
-1496624507.82131,078,55,29,80,10,00,00,00,00
-1496624507.82907,076,3A,B8,C0,80,00,00,00,00
-1496624507.82908,077,00,AA,08,10,7F,F8,01,F4
-1496624507.82909,07D,00,00,F6,90,00,3F,EF,FE
-1496624507.84257,078,01,28,80,10,00,00,00,00
-1496624507.84807,076,3A,7F,C0,80,00,00,00,00
-1496624507.84808,077,00,AB,08,14,7F,F8,01,F3
-1496624507.84832,07D,00,00,F5,A0,00,3F,EF,FE
-1496624507.86144,078,00,28,00,10,00,00,00,00
-1496624507.86882,076,3A,47,C0,80,00,00,00,00
-1496624507.86907,077,00,AF,08,14,7F,F7,FD,F4
-1496624507.86908,07D,00,00,F4,B0,00,3F,EF,FE
-1496624507.88171,078,01,28,80,10,00,00,00,00
-1496624507.88882,076,3A,12,C0,80,00,00,00,00
-1496624507.88883,077,00,B0,08,19,7F,F8,0D,F4
-1496624507.88884,07D,00,00,F3,C0,00,3F,EF,FE
-1496624507.90132,078,01,28,80,10,00,00,00,00
-1496624507.90822,076,39,E0,C0,80,00,00,00,00
-1496624507.90822,077,00,B1,08,1C,7F,F8,19,F7
-1496624507.90844,07D,00,00,F2,D0,00,3F,EF,FE
-1496624507.92207,078,54,29,00,10,00,00,00,00
-1496624507.92783,076,39,B0,C0,80,00,00,00,00
-1496624507.92808,077,00,B4,08,1E,7F,F8,01,F5
-1496624507.92833,07D,00,00,F1,E0,00,3F,EF,FE
-1496624507.94133,078,01,28,80,10,00,00,00,00
-1496624507.94809,076,39,83,C0,80,00,00,00,00
-1496624507.9481,077,00,B4,08,23,7F,F7,FD,F6
-1496624507.94833,07D,00,00,F0,F0,00,3F,EF,FE
-1496624507.96145,078,01,28,80,10,00,00,00,00
-1496624507.96883,076,39,59,C0,80,00,00,00,00
-1496624507.96884,077,00,B7,08,23,7F,F8,09,F3
-1496624507.96885,07D,00,00,FF,00,00,3F,EF,FE
-1496624507.98208,078,00,28,00,10,00,00,00,00
-1496624507.98786,076,39,2F,C0,80,00,00,00,00
-1496624507.98808,077,00,B8,08,26,7F,F8,05,F5
-1496624507.98833,07D,00,00,FE,10,00,3F,EF,FE
-1496624508.00121,078,01,28,80,10,00,00,00,00
-1496624508.00798,076,39,08,C0,80,00,00,00,00
-1496624508.00809,077,00,BB,08,29,7F,F7,FD,F6
-1496624508.00846,07D,00,00,FD,20,00,3F,EF,FE
-1496624508.02121,078,55,29,80,10,00,00,00,00
-1496624508.02872,076,38,E2,C0,80,00,00,00,00
-1496624508.02873,077,00,BC,08,2A,7F,F7,F9,F5
-1496624508.02884,07D,00,00,FC,30,00,3F,EF,FE
-1496624508.04147,078,00,28,00,10,00,00,00,00
-1496624508.0486,076,38,BE,C0,80,00,00,00,00
-1496624508.04861,077,00,BF,08,2B,7F,F7,FD,F5
-1496624508.04872,07D,00,00,FB,40,00,3F,EF,FE
-1496624508.06122,078,01,28,80,10,00,00,00,00
-1496624508.0686,076,38,9C,C0,80,00,00,00,00
-1496624508.06861,077,00,C0,08,2B,7F,F8,05,F3
-1496624508.06872,07D,00,00,FA,50,00,3F,EF,FE
-1496624508.0821,078,01,28,80,10,00,00,00,00
-1496624508.08785,076,38,7D,C0,80,00,00,00,00
-1496624508.0881,077,00,C2,08,2D,7F,F7,FD,F3
-1496624508.08835,07D,00,00,F9,60,00,3F,EF,FE
-1496624508.10147,078,00,28,00,10,00,00,00,00
-1496624508.10874,076,38,5F,C0,80,00,00,00,00
-1496624508.10885,077,00,C2,08,2C,7F,F7,ED,F7
-1496624508.10886,07D,00,00,F8,70,00,3F,EF,FE
-1496624508.12135,078,55,29,80,10,00,00,00,00
-1496624508.12873,076,38,43,C0,80,00,00,00,00
-1496624508.12898,077,00,C4,08,2E,7F,F7,F9,F4
-1496624508.12899,07D,00,00,F7,80,00,3F,EF,FE
-1496624508.14123,078,01,28,80,10,00,00,00,00
-1496624508.14824,076,38,29,C0,80,00,00,00,00
-1496624508.14825,077,00,C5,08,2F,7F,F7,FD,F3
-1496624508.14836,07D,00,00,F6,90,00,3F,EF,FE
-1496624508.16148,078,00,28,00,10,00,00,00,00
-1496624508.16826,076,38,0F,C0,80,00,00,00,00
-1496624508.16836,077,00,C7,08,2F,7F,F7,FD,F3
-1496624508.16848,07D,00,00,F5,A0,00,3F,EF,FE
-1496624508.18123,078,01,28,80,10,00,00,00,00
-1496624508.18789,076,37,F7,C0,80,00,00,00,00
-1496624508.18811,077,00,C9,08,34,7F,F7,F5,F5
-1496624508.18836,07D,00,00,F4,B0,00,3F,EF,FE
-1496624508.20198,078,01,28,80,10,00,00,00,00
-1496624508.20886,076,37,DF,C0,80,00,00,00,00
-1496624508.20888,077,00,CA,08,36,7F,F7,ED,F5
-1496624508.20899,07D,00,00,F3,C0,00,3F,EF,FE
-1496624508.22174,078,54,29,00,10,00,00,00,00
-1496624508.22874,076,37,CA,C0,80,00,00,00,00
-1496624508.22875,077,00,CC,08,37,7F,F7,F5,F3
-1496624508.22887,07D,00,00,F2,D0,00,3F,EF,FE
-1496624508.24124,078,01,28,80,10,00,00,00,00
-1496624508.24787,076,37,B5,C0,80,00,00,00,00
-1496624508.24812,077,00,CE,08,3B,7F,F8,01,F3
-1496624508.24837,07D,00,00,F1,E0,00,3F,EF,FE
-1496624508.26187,078,01,28,80,10,00,00,00,00
-1496624508.26863,076,37,A3,C0,80,00,00,00,00
-1496624508.26864,077,00,D0,08,3D,7F,F8,01,F4
-1496624508.26875,07D,00,00,F0,F0,00,3F,EF,FE
-1496624508.28224,078,00,28,00,10,00,00,00,00
-1496624508.28787,076,37,92,C0,80,00,00,00,00
-1496624508.28812,077,00,D1,08,40,7F,F8,01,F3
-1496624508.28837,07D,00,00,FF,00,00,3F,EF,FE
-1496624508.30149,078,01,28,80,10,00,00,00,00
-1496624508.30815,076,37,82,C0,80,00,00,00,00
-1496624508.30825,077,00,D3,08,43,7F,F7,FD,F3
-1496624508.30849,07D,00,00,FE,10,00,3F,EF,FE
-1496624508.32175,078,55,29,80,10,00,00,00,00
-1496624508.32788,076,37,73,C0,80,00,00,00,00
-1496624508.32813,077,00,D4,08,45,7F,F8,09,F4
-1496624508.32838,07D,00,00,FD,20,00,3F,EF,FE
-1496624508.3415,078,00,28,00,10,00,00,00,00
-1496624508.34816,076,37,65,C0,80,00,00,00,00
-1496624508.34817,077,00,D7,08,46,7F,F8,0D,F5
-1496624508.34825,07D,00,00,FC,30,00,3F,EF,FE
-1496624508.36175,078,01,28,80,10,00,00,00,00
-1496624508.36876,076,37,58,C0,80,00,00,00,00
-1496624508.36901,077,00,D8,08,45,7F,F7,F9,F5
-1496624508.36902,07D,00,00,FB,40,00,3F,EF,FE
-1496624508.38151,078,03,28,80,10,00,00,00,00
-1496624508.38838,076,37,4A,C0,80,00,00,00,00
-1496624508.3884,077,00,DA,08,46,7F,F8,0D,F4
-1496624508.38851,07D,00,00,FA,50,00,3F,EF,FE
-1496624508.40163,078,00,28,00,10,00,00,00,00
-1496624508.40801,076,37,3D,C0,80,00,00,00,00
-1496624508.40814,077,00,DB,08,47,7F,F7,FD,F5
-1496624508.40839,07D,00,00,F9,60,00,3F,EF,FE
-1496624508.42177,078,55,29,80,10,00,00,00,00
-1496624508.42789,076,37,31,C0,80,00,00,00,00
-1496624508.42814,077,00,DC,08,47,7F,F7,F9,F6
-1496624508.42839,07D,00,00,F8,70,00,3F,EF,FE
-1496624508.44201,078,01,28,80,10,00,00,00,00
-1496624508.44789,076,37,26,C0,80,00,00,00,00
-1496624508.44814,077,00,DE,08,47,7F,F8,01,F5
-1496624508.44839,07D,00,00,F7,80,00,3F,EF,FE
-1496624508.46152,078,00,28,00,10,00,00,00,00
-1496624508.46831,076,37,1B,C0,80,00,00,00,00
-1496624508.46832,077,00,E0,08,48,7F,F7,F9,F7
-1496624508.46852,07D,00,00,F6,90,00,3F,EF,FE
-1496624508.4814,078,01,28,80,10,00,00,00,00
-1496624508.48805,076,37,11,C0,80,00,00,00,00
-1496624508.48815,077,00,E2,08,48,7F,F8,01,F3
-1496624508.4884,07D,00,00,F5,A0,00,3F,EF,FE
-1496624508.50177,078,01,28,80,10,00,00,00,00
-1496624508.50802,076,37,07,C0,80,00,00,00,00
-1496624508.50827,077,00,E3,08,4B,7F,F7,FD,F7
-1496624508.50852,07D,00,00,F4,B0,00,3F,EF,FE
-1496624508.52178,078,54,29,00,10,00,00,00,00
-1496624508.5279,076,36,FE,C0,80,00,00,00,00
-1496624508.52815,077,00,E4,08,4B,7F,F8,09,F7
-1496624508.5284,07D,00,00,F3,C0,00,3F,EF,FE
-1496624508.54165,078,01,28,80,10,00,00,00,00
-1496624508.54843,076,36,F4,C0,80,00,00,00,00
-1496624508.54844,077,00,E6,08,4C,7F,F7,F9,F4
-1496624508.54845,07D,00,00,F2,D0,00,3F,EF,FE
-1496624508.56191,078,01,28,80,10,00,00,00,00
-1496624508.56791,076,36,EB,C0,80,00,00,00,00
-1496624508.56816,077,00,E7,08,4D,7F,F7,F1,F4
-1496624508.56856,07D,00,00,F1,E0,00,3F,EF,FE
-1496624508.58116,078,00,28,00,10,00,00,00,00
-1496624508.58816,076,36,E2,C0,80,00,00,00,00
-1496624508.58828,077,00,E9,08,4D,7F,F8,01,F4
-1496624508.58856,07D,00,00,F0,F0,00,3F,EF,FE
-1496624508.60167,078,01,28,80,10,00,00,00,00
-1496624508.60842,076,36,D9,C0,80,00,00,00,00
-1496624508.60843,077,00,EB,08,4F,7F,F7,E9,F5
-1496624508.60844,07D,00,00,FF,00,00,3F,EF,FE
-1496624508.62191,078,55,29,80,10,00,00,00,00
-1496624508.62804,076,36,D0,C0,80,00,00,00,00
-1496624508.62829,077,00,EC,08,52,7F,F7,F5,F3
-1496624508.62857,07D,00,00,FE,10,00,3F,EF,FE
-1496624508.64167,078,00,28,00,10,00,00,00,00
-1496624508.64843,076,36,C8,C0,80,00,00,00,00
-1496624508.64844,077,00,EE,08,53,7F,F7,E9,F6
-1496624508.64845,07D,00,00,FD,20,00,3F,EF,FE
-1496624508.66217,078,01,28,80,10,00,00,00,00
-1496624508.66804,076,36,C0,C0,80,00,00,00,00
-1496624508.66829,077,00,EE,08,54,7F,F7,FD,F3
-1496624508.66842,07D,00,00,FC,30,00,3F,EF,FE
-1496624508.68167,078,01,28,80,10,00,00,00,00
-1496624508.68834,076,36,B9,C0,80,00,00,00,00
-1496624508.68835,077,00,F0,08,55,7F,F7,FD,F6
-1496624508.68857,07D,00,00,FB,40,00,3F,EF,FE
-1496624508.70167,078,00,28,00,10,00,00,00,00
-1496624508.70845,076,36,B3,C0,80,00,00,00,00
-1496624508.70846,077,00,F2,08,53,7F,F7,F9,F6
-1496624508.70847,07D,00,00,FA,50,00,3F,EF,FE
-1496624508.72169,078,55,29,80,10,00,00,00,00
-1496624508.72857,076,36,AD,C0,80,00,00,00,00
-1496624508.7288,077,00,F2,08,55,7F,F8,05,F5
-1496624508.72881,07D,00,00,F9,60,00,3F,EF,FE
-1496624508.74204,078,01,28,80,10,00,00,00,00
-1496624508.74868,076,36,A8,C0,80,00,00,00,00
-1496624508.7487,077,00,F3,08,56,7F,F8,01,F5
-1496624508.74881,07D,00,00,F8,70,00,3F,EF,FE
-1496624508.76193,078,00,28,00,10,00,00,00,00
-1496624508.76893,076,36,A1,C0,80,00,00,00,00
-1496624508.76894,077,00,F4,08,57,7F,F7,FD,F8
-1496624508.76896,07D,00,00,F7,80,00,3F,EF,FE
-1496624508.78143,078,01,28,80,10,00,00,00,00
-1496624508.78818,076,36,9C,C0,80,00,00,00,00
-1496624508.78819,077,00,F5,08,58,7F,F7,FD,F9
-1496624508.78843,07D,00,00,F6,90,00,3F,EF,FE
-1496624508.80193,078,01,28,80,10,00,00,00,00
-1496624508.80868,076,36,96,C0,80,00,00,00,00
-1496624508.8087,077,00,F7,08,58,7F,F7,F5,F4
-1496624508.80871,07D,00,00,F5,A0,00,3F,EF,FE
-1496624508.82194,078,54,29,00,10,00,00,00,00
-1496624508.82906,076,36,92,C0,80,00,00,00,00
-1496624508.82908,077,00,F8,08,5A,7F,F7,FD,F5
-1496624508.82909,07D,00,00,F4,B0,00,3F,EF,FE
-1496624508.8417,078,01,28,80,10,00,00,00,00
-1496624508.84833,076,36,8C,C0,80,00,00,00,00
-1496624508.84834,077,00,F9,08,59,7F,F8,05,F8
-1496624508.84857,07D,00,00,F3,C0,00,3F,EF,FE
-1496624508.86194,078,01,28,80,10,00,00,00,00
-1496624508.86907,076,36,88,C0,80,00,00,00,00
-1496624508.86908,077,00,FA,08,5A,7F,F7,F9,F7
-1496624508.86909,07D,00,00,F2,D0,00,3F,EF,FE
-1496624508.88169,078,00,28,00,10,00,00,00,00
-1496624508.88832,076,36,84,C0,80,00,00,00,00
-1496624508.88833,077,00,FB,08,5E,7F,F7,F5,F5
-1496624508.88834,07D,00,00,F1,E0,00,3F,EF,FE
-1496624508.90219,078,01,28,80,10,00,00,00,00
-1496624508.90807,076,36,7F,C0,80,00,00,00,00
-1496624508.90832,077,00,FC,08,5D,7F,F8,09,F4
-1496624508.90865,07D,00,00,F0,F0,00,3F,EF,FE
-1496624508.92145,078,55,29,80,10,00,00,00,00
-1496624508.92834,076,36,7B,C0,80,00,00,00,00
-1496624508.92845,077,00,FD,08,5D,7F,F8,09,F7
-1496624508.92846,07D,00,00,FF,00,00,3F,EF,FE
-1496624508.94207,078,00,28,00,10,00,00,00,00
-1496624508.9487,076,36,78,C0,80,00,00,00,00
-1496624508.94872,077,00,FE,08,5E,7F,F8,01,F5
-1496624508.94908,07D,00,00,FE,10,00,3F,EF,FE
-1496624508.96208,078,01,28,80,10,00,00,00,00
-1496624508.96783,076,36,75,C0,80,00,00,00,00
-1496624508.96808,077,00,FF,08,5F,7F,F7,ED,F7
-1496624508.96832,07D,00,00,FD,20,00,3F,EF,FE
-1496624508.99034,078,01,28,80,10,00,00,00,00
-1496624508.99108,076,36,73,C0,80,00,00,00,00
-1496624508.99133,077,01,00,08,60,7F,F7,F1,F6
-1496624508.99145,07D,00,00,FC,30,00,3F,EF,FE
-1496624509.00195,078,00,28,00,10,00,00,00,00
-1496624509.00873,076,36,71,C0,80,00,00,00,00
-1496624509.00873,077,01,02,08,61,7F,F7,F9,F4
-1496624509.00874,07D,00,00,FB,40,00,3F,EF,FE
-1496624509.02173,078,55,29,80,10,00,00,00,00
-1496624509.02871,076,36,6F,C0,80,00,00,00,00
-1496624509.02873,077,01,03,08,63,7F,F7,FD,F6
-1496624509.02883,07D,00,00,FA,50,00,3F,EF,FE
-1496624509.04208,078,01,28,80,10,00,00,00,00
-1496624509.04872,076,36,6B,C0,80,00,00,00,00
-1496624509.04873,077,01,05,08,64,7F,F7,F9,F5
-1496624509.04884,07D,00,00,F9,60,00,3F,EF,FE
-1496624509.06184,078,00,28,00,10,00,00,00,00
-1496624509.06872,076,36,68,C0,80,00,00,00,00
-1496624509.06873,077,01,06,08,65,7F,F7,F9,F6
-1496624509.06884,07D,00,00,F8,70,00,3F,EF,FE
-1496624509.08161,078,01,28,80,10,00,00,00,00
-1496624509.0881,076,36,65,C0,80,00,00,00,00
-1496624509.08811,077,01,07,08,66,7F,F8,01,F4
-1496624509.08834,07D,00,00,F7,80,00,3F,EF,FE
-1496624509.10109,078,01,28,80,10,00,00,00,00
-1496624509.1081,076,36,63,C0,80,00,00,00,00
-1496624509.10834,077,01,08,08,66,7F,F8,09,F7
-1496624509.10866,07D,00,00,F6,90,00,3F,EF,FE
-1496624509.12185,078,54,29,00,10,00,00,00,00
-1496624509.12872,076,36,61,C0,80,00,00,00,00
-1496624509.12897,077,01,09,08,66,7F,F7,F9,F7
-1496624509.12899,07D,00,00,F5,A0,00,3F,EF,FE
-1496624509.14187,078,01,28,80,10,00,00,00,00
-1496624509.14837,076,36,5F,C0,80,00,00,00,00
-1496624509.14848,077,01,0A,08,67,7F,F7,F5,F7
-1496624509.14849,07D,00,00,F4,B0,00,3F,EF,FE
-1496624509.1611,078,01,28,80,10,00,00,00,00
-1496624509.16785,076,36,5E,C0,80,00,00,00,00
-1496624509.1681,077,01,0C,08,66,7F,F7,F5,F5
-1496624509.16835,07D,00,00,F3,C0,00,3F,EF,FE
-1496624509.18185,078,00,28,00,10,00,00,00,00
-1496624509.18873,076,36,5C,C0,80,00,00,00,00
-1496624509.18875,077,01,0D,08,67,7F,F8,01,F5
-1496624509.18885,07D,00,00,F2,D0,00,3F,EF,FE
-1496624509.20186,078,01,28,80,10,00,00,00,00
-1496624509.2085,076,36,5A,C0,80,00,00,00,00
-1496624509.20851,077,01,0F,08,65,7F,F8,01,F5
-1496624509.20852,07D,00,00,F1,E0,00,3F,EF,FE
-1496624509.22211,078,55,29,80,10,00,00,00,00
-1496624509.22886,076,36,57,C0,80,00,00,00,00
-1496624509.22888,077,01,10,08,64,7F,F7,F1,F4
-1496624509.22898,07D,00,00,F0,F0,00,3F,EF,FE
-1496624509.24186,078,00,28,00,10,00,00,00,00
-1496624509.24851,076,36,54,C0,80,00,00,00,00
-1496624509.24852,077,01,10,08,64,7F,F7,F5,F4
-1496624509.24856,07D,00,00,FF,00,00,3F,EF,FE
-1496624509.26176,078,01,28,80,10,00,00,00,00
-1496624509.26874,076,36,50,C0,80,00,00,00,00
-1496624509.26876,077,01,12,08,64,7F,F7,FD,F4
-1496624509.26886,07D,00,00,FE,10,00,3F,EF,FE
-1496624509.28174,078,01,28,80,10,00,00,00,00
-1496624509.28826,076,36,4D,C0,80,00,00,00,00
-1496624509.28827,077,01,13,08,65,7F,F8,01,F2
-1496624509.28836,07D,00,00,FD,20,00,3F,EF,FE
-1496624509.30187,078,00,28,00,10,00,00,00,00
-1496624509.30852,076,36,4C,C0,80,00,00,00,00
-1496624509.30853,077,01,14,08,66,7F,F7,F5,F4
-1496624509.30856,07D,00,00,FC,30,00,3F,EF,FE
-1496624509.32139,078,55,29,80,10,00,00,00,00
-1496624509.32837,076,36,49,C0,80,00,00,00,00
-1496624509.3285,077,01,15,08,65,7F,F7,ED,F6
-1496624509.32852,07D,00,00,FB,40,00,3F,EF,FE
-1496624509.34212,078,01,28,80,10,00,00,00,00
-1496624509.34875,076,36,47,C0,80,00,00,00,00
-1496624509.34877,077,01,16,08,67,7F,F7,F5,F3
-1496624509.34887,07D,00,00,FA,50,00,3F,EF,FE
-1496624509.36212,078,00,28,00,10,00,00,00,00
-1496624509.36876,076,36,46,C0,80,00,00,00,00
-1496624509.36877,077,01,19,08,6A,7F,F7,FD,F5
-1496624509.369,07D,00,00,F9,60,00,3F,EF,FE
-1496624509.38153,078,03,28,80,10,00,00,00,00
-1496624509.38826,076,36,45,C0,80,00,00,00,00
-1496624509.38827,077,01,1A,08,6B,7F,F7,F9,F7
-1496624509.38838,07D,00,00,F8,70,00,3F,EF,FE
-1496624509.401,078,01,28,80,10,00,00,00,00
-1496624509.40801,076,36,43,C0,80,00,00,00,00
-1496624509.40826,077,01,1B,08,6E,7F,F7,ED,F7
-1496624509.4085,07D,00,00,F7,80,00,3F,EF,FE
-1496624509.42126,078,54,29,00,10,00,00,00,00
-1496624509.42876,076,36,42,C0,80,00,00,00,00
-1496624509.42878,077,01,1C,08,6F,7F,F7,F9,F3
-1496624509.42889,07D,00,00,F6,90,00,3F,EF,FE
-1496624509.44165,078,01,28,80,10,00,00,00,00
-1496624509.44813,076,36,42,C0,80,00,00,00,00
-1496624509.44815,077,01,1E,08,71,7F,F7,FD,F3
-1496624509.44839,07D,00,00,F5,A0,00,3F,EF,FE
-1496624509.46164,078,01,28,80,10,00,00,00,00
-1496624509.46841,076,36,40,C0,80,00,00,00,00
-1496624509.46852,077,01,1F,08,72,7F,F7,FD,F3
-1496624509.46856,07D,00,00,F4,B0,00,3F,EF,FE
-1496624509.4819,078,00,28,00,10,00,00,00,00
-1496624509.48839,076,36,3F,C0,80,00,00,00,00
-1496624509.48852,077,01,21,08,75,7F,F7,FD,F3
-1496624509.48856,07D,00,00,F3,C0,00,3F,EF,FE
-1496624509.50154,078,01,28,80,10,00,00,00,00
-1496624509.50827,076,36,3E,C0,80,00,00,00,00
-1496624509.50828,077,01,23,08,73,7F,F7,F9,F4
-1496624509.50852,07D,00,00,F2,D0,00,3F,EF,FE
-1496624509.52177,078,55,29,80,10,00,00,00,00
-1496624509.52852,076,36,3D,C0,80,00,00,00,00
-1496624509.52856,077,01,24,08,73,7F,F7,FD,F1
-1496624509.52877,07D,00,00,F1,E0,00,3F,EF,FE
-1496624509.54152,078,00,28,00,10,00,00,00,00
-1496624509.54818,076,36,3C,C0,80,00,00,00,00
