Time,ID,B0,B1,B2,B3,B4,B5,B6,B7
-1496624511.37175,4B0,9F,00,00,00,A0,00,00,F5
-1496624511.372,230,00,02,00,00,00,00,00,00
-1496624511.37225,25C,02,00,06,4C,24,18,82,70
-1496624511.37375,091,FF,FE,80,AC,90,43,30,00
-1496624511.37376,092,6F,B5,6F,79,0F,A0,BB,43
-1496624511.37638,186,14,29,01,F4,00,ED,04,00
-1496624511.37639,187,E0,14,08,00,00,30,00,00
-1496624511.3765,455,00,00,00,00,00,00,00,00
-1496624511.37688,047,20,00,00,00,00,00,00,00
-1496624511.37825,167,72,80,3A,09,FF,E0,00,00
-1496624511.3785,202,0C,8E,02,6B,64,EE,01,6D
-1496624511.37851,204,C0,00,7D,02,4D,FC,12,72
-1496624511.37852,217,01,53,01,28,01,49,01,1E
-1496624511.37855,25C,01,F8,06,51,24,18,82,6F
-1496624511.37863,085,74,4E,80,00,39,B0,7C,7D
-1496624511.37875,3CC,00,00,00,00,00,00,00,00
-1496624511.38138,3A8,E0,00,9E,DB,00,00,00,00
-1496624511.3815,078,01,28,80,10,00,00,00,00
-1496624511.38425,04A,02,00,00,18,00,00,00,00
-1496624511.38426,04B,00,00,18,D8,C0,18,C0,00
-1496624511.38438,04C,20,6B,BF,00,00,00,00,00
-1496624511.38439,091,FF,FE,80,B4,87,44,30,00
-1496624511.3845,092,6F,AF,6F,7C,0F,A0,BD,44
-1496624511.38713,3A6,00,40,0A,0C,5F,00,00,00
-1496624511.38725,165,10,C3,4B,00,00,00,00,00
-1496624511.38727,167,72,80,38,09,FF,E0,00,00
-1496624511.38876,076,36,57,C0,80,00,00,00,00
-1496624511.38877,077,01,67,08,86,7F,F7,F9,FA
-1496624511.38878,07D,00,00,F4,B0,00,3F,EF,FE
-1496624511.38878,082,7B,08,93,F8,A9,80,40,00
-1496624511.38888,085,74,4E,80,00,38,C0,7C,7D
-1496624511.38925,200,02,95,80,00,80,36,01,48
-1496624511.38938,202,0C,8D,0A,6B,66,EE,01,6D
-1496624511.38963,213,FF,FF,08,04,00,02,03,40
-1496624511.38975,204,C4,00,7D,02,4E,FB,12,72
-1496624511.39,214,80,00,00,00,00,00,74,B0
-1496624511.39025,216,90,07,62,F4,82,00,02,43
-1496624511.39063,217,01,53,01,29,01,49,01,1D
-1496624511.39075,230,00,02,00,00,00,00,00,00
-1496624511.391,415,01,6E,C0,8D,0F,FF,0F,FF
-1496624511.39125,3CA,FF,80,08,00,00,00,00,00
-1496624511.3915,416,53,00,FB,00,01,00,00,00
-1496624511.39175,4B0,9F,00,00,00,B0,00,00,F4
-1496624511.392,25C,01,FD,06,4C,24,18,82,6F
-1496624511.39363,091,FF,FE,80,AD,8D,45,30,00
-1496624511.39388,092,6F,BA,6F,7B,0F,A0,B2,45
-1496624511.39663,242,00,EB,20,06,E8,00,00,01
-1496624511.39664,186,14,29,01,F4,00,ED,04,00
-1496624511.39665,187,E0,14,08,00,00,30,00,00
-1496624511.39826,047,20,00,00,00,00,00,00,00
-1496624511.39827,167,72,80,36,09,FF,E0,00,00
-1496624511.39828,202,0C,8C,12,6B,66,EE,01,6D
-1496624511.39829,217,01,53,01,29,01,49,01,1D
-1496624511.3983,204,C8,00,7D,02,4E,FA,12,6C
-1496624511.3985,085,74,4E,80,00,37,D0,7C,7D
-1496624511.39875,25C,01,FC,06,51,24,18,82,71
-1496624511.40138,3A8,E0,00,9E,DD,00,00,00,00
-1496624511.40151,078,02,28,00,10,00,00,00,00
-1496624511.40426,091,FF,FE,80,AD,8C,46,30,00
-1496624511.40427,092,6F,BA,6F,76,0F,A0,B6,46
-1496624511.40438,084,11,00,00,9B,24,27,12,00
-1496624511.40851,167,72,80,36,09,FF,E0,00,00
-1496624511.40852,165,10,C3,4B,00,00,00,00,00
-1496624511.40853,076,36,57,C0,80,00,00,00,00
-1496624511.40855,077,01,68,08,86,7F,F7,FD,FA
-1496624511.40857,07D,00,00,F3,C0,00,3F,EF,FE
-1496624511.40863,082,7B,08,93,F8,A9,80,40,00
-1496624511.40888,085,74,4E,80,00,35,E0,7C,7E
-1496624511.40913,178,02,21,01,FF,4E,60,CE,4D
-1496624511.40938,213,FF,FF,08,04,00,02,02,40
-1496624511.40963,214,80,00,00,00,00,00,73,C0
-1496624511.40988,216,91,09,63,F5,82,00,03,25
-1496624511.41013,217,01,52,01,29,01,47,01,1D
-1496624511.41026,3CC,00,00,00,00,00,00,00,00
-1496624511.41051,200,02,95,80,00,80,36,03,46
-1496624511.41075,415,01,6F,C4,8B,0F,FF,0F,FF
-1496624511.41101,202,0C,8B,1A,6B,60,EE,01,6D
-1496624511.41125,204,CC,00,7D,02,4E,F9,12,78
-1496624511.41163,4B0,9F,00,00,00,C0,00,00,F3
-1496624511.41313,230,00,02,00,00,00,00,00,00
-1496624511.41314,25C,01,FB,06,4C,24,18,82,71
-1496624511.41451,091,FF,FE,80,AB,8D,47,30,00
-1496624511.41452,092,6F,B4,6F,7E,0F,A0,B3,47
-1496624511.41588,186,14,29,01,F4,00,ED,04,00
-1496624511.41601,187,E0,14,08,00,00,30,00,00
-1496624511.41602,18A,00,20,18,00,14,00,00,00
-1496624511.41603,42C,88,00,00,00,54,A0,00,00
-1496624511.41738,047,20,00,00,00,00,00,00,00
-1496624511.4174,167,72,80,37,09,FF,E0,00,00
-1496624511.41776,202,0C,89,22,6B,60,EE,01,6E
-1496624511.41801,204,D0,00,7D,02,4E,F8,12,78
-1496624511.41813,217,01,52,01,29,01,47,01,1D
-1496624511.41838,25C,01,FF,06,51,24,18,82,71
-1496624511.41864,085,74,4D,80,00,36,F0,7C,7D
-1496624511.42126,3A8,E0,00,9E,DD,00,00,00,00
-1496624511.42138,59E,9E,00,FF,FF,00,FF,FF,FF
-1496624511.42163,078,55,29,80,10,00,00,00,00
-1496624511.42164,3CA,FF,80,08,00,00,00,00,00
-1496624511.42165,422,00,00,00,8E,3C,12,FF,00
-1496624511.42166,423,AB,A0,00,00,00,00,00,00
-1496624511.42188,430,3F,01,58,34,C8,79,77,00
-1496624511.42451,091,FF,FE,80,AA,8D,48,30,00
-1496624511.42463,092,6F,BE,6F,7E,0F,A0,A8,48
-1496624511.42851,165,10,C3,4B,00,00,00,00,00
-1496624511.42852,167,72,80,38,09,FF,E0,00,00
-1496624511.42876,076,36,57,C0,80,00,00,00,00
-1496624511.42877,077,01,67,08,86,7F,F7,F9,F9
-1496624511.42878,07D,00,00,F2,D0,00,3F,EF,FE
-1496624511.42888,082,7B,08,93,F8,A9,80,40,00
-1496624511.4289,085,74,4D,80,00,45,00,7C,7D
-1496624511.42913,200,02,95,80,00,80,36,05,44
-1496624511.42938,213,FF,FF,08,04,00,02,02,40
-1496624511.42963,214,80,00,00,00,00,00,72,D0
-1496624511.42988,202,0C,88,2A,6B,60,EE,01,6E
-1496624511.43001,204,D4,00,7D,02,4E,F7,12,7D
-1496624511.43026,216,91,0A,63,F5,82,00,04,46
-1496624511.43051,217,01,53,01,29,01,47,01,1D
-1496624511.43076,415,01,6F,C8,8A,0F,FF,0F,FF
-1496624511.43101,4B0,9F,00,00,00,D0,00,00,F2
-1496624511.43263,230,00,02,00,00,00,00,00,00
-1496624511.43265,25C,01,FA,06,4C,24,18,82,70
-1496624511.43414,091,FF,FE,80,AA,8C,49,30,00
-1496624511.43415,092,6F,AE,6F,78,0F,A0,BD,49
-1496624511.43551,242,00,EB,20,06,E8,00,00,01
-1496624511.43552,186,14,29,01,F4,00,ED,04,00
-1496624511.43563,187,DF,14,08,00,00,40,00,00
-1496624511.43826,047,20,00,00,00,00,00,00,00
-1496624511.43827,167,72,80,38,09,FF,E0,00,00
-1496624511.43839,202,0C,87,32,6B,62,EE,01,6E
-1496624511.4384,188,40,00,00,00,00,00,00,00
-1496624511.43841,204,D8,00,7D,02,4E,F6,12,61
-1496624511.43851,217,01,53,01,29,01,46,01,1E
-1496624511.43864,085,74,4D,80,00,44,10,7C,7D
-1496624511.43888,25C,01,FD,06,52,24,18,82,70
-1496624511.43913,3CC,00,00,00,00,00,00,00,00
-1496624511.44051,3A8,E0,00,9E,DB,00,00,00,00
-1496624511.44076,078,01,28,80,10,00,00,00,00
-1496624511.44476,091,FF,FE,80,A3,92,4A,30,00
-1496624511.44477,092,6F,B8,6F,80,0F,A0,AA,4A
-1496624511.44739,165,10,C3,4B,00,00,00,00,00
-1496624511.4474,167,72,80,37,09,FF,E0,00,00
-1496624511.44877,076,36,56,C0,80,00,00,00,00
-1496624511.44878,077,01,67,08,85,7F,F7,F1,FB
-1496624511.44901,07D,00,00,F1,E0,00,3F,EF,FE
-1496624511.44902,082,7B,08,94,00,A9,80,40,00
-1496624511.44903,085,74,4D,80,00,43,20,7C,7D
-1496624511.44914,200,02,95,80,00,80,36,07,42
-1496624511.44939,202,0C,86,3A,6B,62,EE,01,6E
-1496624511.44964,204,DC,00,7D,02,4E,F5,12,61
-1496624511.44988,213,FF,FF,08,04,00,02,02,40
-1496624511.45014,214,80,00,00,00,00,00,71,E0
-1496624511.45026,216,93,0C,65,F7,82,00,05,47
-1496624511.45051,217,01,52,01,29,01,46,01,1E
-1496624511.45076,230,00,02,00,00,00,00,00,00
-1496624511.45101,25C,01,FC,06,4C,24,18,82,71
-1496624511.45126,3CA,FF,80,08,00,00,00,00,00
-1496624511.45151,415,01,6F,CC,89,0F,FF,0F,FF
-1496624511.45176,4B0,9F,00,00,00,E0,00,00,F1
-1496624511.45439,091,FF,FE,80,A9,8B,4B,30,00
-1496624511.4544,092,6F,AE,6F,7A,0F,A0,B9,4B
-1496624511.45589,186,14,29,01,F4,00,ED,04,00
-1496624511.4559,187,DF,14,08,00,00,40,00,00
-1496624511.45591,3B3,40,48,00,12,10,05,00,02
-1496624511.45851,047,20,00,00,00,00,00,00,00
-1496624511.45867,167,72,80,38,09,FF,E0,00,00
-1496624511.45868,202,0C,85,42,6B,62,EE,01,6E
-1496624511.45877,217,01,52,01,28,01,44,01,1E
-1496624511.45878,204,E0,00,7D,02,4E,F4,12,7D
-1496624511.45879,085,74,4D,80,00,42,30,7C,7D
-1496624511.45889,25C,01,FA,06,51,24,18,82,71
-1496624511.46151,3A8,E0,00,9E,DB,00,00,00,00
-1496624511.46164,078,00,28,00,10,00,00,00,00
-1496624511.46564,091,FF,FE,80,A9,8A,4C,30,00
-1496624511.46565,092,6F,B5,6F,7A,0F,A0,B1,4C
-1496624511.46566,42C,88,00,00,00,54,A0,00,00
-1496624511.46827,165,10,C3,4B,00,00,00,00,00
-1496624511.46828,167,72,80,38,09,FF,E0,00,00
-1496624511.46839,076,36,56,C0,80,00,00,00,00
-1496624511.46852,077,01,67,08,85,7F,F7,F1,FC
-1496624511.46853,07D,00,00,F0,F0,00,3F,EF,FE
-1496624511.46864,082,7B,08,94,00,A9,80,40,00
-1496624511.46889,083,00,20,00,00,00,00,00,00
-1496624511.46914,085,74,4D,80,00,41,40,7C,7D
-1496624511.46939,200,02,95,80,00,80,36,09,40
-1496624511.46964,202,0C,84,4A,6B,64,EE,01,6E
-1496624511.46989,213,FF,FF,08,04,00,02,02,40
-1496624511.47001,204,E4,00,7D,02,4D,F3,12,61
-1496624511.47026,214,80,00,00,00,00,00,70,F0
-1496624511.47051,216,94,0D,66,F8,82,00,06,39
-1496624511.47076,217,01,53,01,28,01,44,01,1E
-1496624511.47101,2A1,FF,FF,FF,FF,00,00,00,00
-1496624511.47126,3CC,00,00,00,00,00,00,00,00
-1496624511.47151,415,01,6E,D0,89,0F,FF,0F,FF
-1496624511.47176,230,00,02,00,00,00,00,00,00
-1496624511.47201,25C,01,FF,06,4C,24,18,82,71
-1496624511.47226,4B0,9F,00,00,00,F0,00,00,F0
-1496624511.47514,091,FF,FE,80,A2,90,4D,30,00
-1496624511.47516,092,6F,AF,6F,81,0F,A0,AF,4D
-1496624511.47516,242,00,EB,20,08,E8,00,00,01
-1496624511.47517,186,14,29,01,F4,00,ED,04,00
-1496624511.47551,187,DF,14,08,00,00,40,00,00
-1496624511.47702,455,00,00,00,00,00,00,00,00
-1496624511.47703,047,20,00,00,00,00,00,00,00
-1496624511.47739,167,72,80,39,09,FF,E0,00,00
-1496624511.47764,202,0C,84,52,6D,64,EE,01,6D
-1496624511.47777,204,E8,00,7D,02,4D,F2,12,61
-1496624511.47802,217,01,53,01,28,01,47,01,1E
-1496624511.47839,25C,01,FB,06,51,24,18,82,70
-1496624511.47851,085,74,4D,80,00,40,50,7C,7D
-1496624511.48114,3A8,E0,00,9E,D6,00,00,00,00
-1496624511.48127,078,01,28,80,10,00,00,00,00
-1496624511.48128,3CA,FF,80,08,00,00,00,00,00
-1496624511.48514,04A,02,00,00,18,00,00,00,00
-1496624511.48539,04B,00,00,18,D8,C0,18,C0,00
-1496624511.4854,04C,20,6B,BF,00,00,00,00,00
-1496624511.48541,091,FF,FE,80,A5,8C,4E,30,00
-1496624511.48542,092,6F,AC,6F,82,0F,A0,B0,4E
-1496624511.48802,165,10,C3,4B,00,00,00,00,00
-1496624511.48803,167,72,80,39,09,FF,E0,00,00
-1496624511.48827,076,36,56,C0,80,00,00,00,00
-1496624511.48828,077,01,66,08,83,7F,F7,F1,FA
-1496624511.48839,07D,00,00,FF,00,00,3F,EF,FE
-1496624511.48865,082,7B,08,94,00,A9,80,40,00
-1496624511.48889,085,74,4D,80,00,3E,60,7C,7E
-1496624511.48914,200,02,95,80,00,80,36,0B,3E
-1496624511.48939,202,0C,83,5A,6D,66,EE,01,6D
-1496624511.48964,213,FF,FF,08,04,00,02,02,40
-1496624511.48989,214,80,00,00,00,00,00,7F,00
-1496624511.49014,204,EC,00,7D,02,4D,F1,12,72
-1496624511.49027,216,96,0F,68,FA,82,00,07,38
-1496624511.49052,217,01,52,01,28,01,47,01,1F
-1496624511.49077,415,01,6F,D4,87,0F,FF,0F,FF
-1496624511.49102,416,54,00,FA,00,01,00,00,00
-1496624511.49127,4B0,9F,00,00,00,00,00,00,FF
-1496624511.49264,230,00,02,00,00,00,00,00,00
-1496624511.49266,25C,01,FC,06,4C,24,18,82,70
-1496624511.49527,091,FF,FE,80,A3,8D,4F,30,00
-1496624511.49552,092,6F,B6,6F,7B,0F,A0,AC,4F
-1496624511.49553,186,14,29,01,F4,00,ED,04,00
-1496624511.49554,187,DF,14,08,00,00,40,00,00
-1496624511.49815,047,20,00,00,00,00,00,00,00
-1496624511.49816,167,72,80,37,09,FF,E0,00,00
-1496624511.49852,202,0C,81,62,6D,66,EE,01,6E
-1496624511.49855,204,F0,00,7D,02,4D,F0,12,61
-1496624511.49856,217,01,52,01,28,01,4D,01,1F
-1496624511.49857,25C,01,FC,06,51,24,18,82,71
-1496624511.49857,085,74,4D,80,00,3D,70,7C,7E
-1496624511.49877,3CC,00,00,00,00,00,00,00,00
-1496624511.50152,3A8,E0,00,9E,D4,00,00,00,00
-1496624511.50153,078,01,28,80,10,00,00,00,00
-1496624511.50552,091,FF,FE,80,A2,8D,50,30,00
-1496624511.50553,092,6F,B6,6F,7C,0F,A0,AA,50
-1496624511.50554,3EB,A4,04,10,00,10,10,00,00
-1496624511.50815,165,10,C3,4B,00,00,00,00,00
-1496624511.5084,076,36,56,C0,80,00,00,00,00
-1496624511.50841,077,01,67,08,83,7F,F7,F9,FC
-1496624511.50842,07D,00,00,FE,10,00,3F,EF,FE
-1496624511.50865,082,7B,08,94,00,A9,80,40,00
-1496624511.50889,085,74,4D,80,00,3C,80,7C,7E
-1496624511.50914,167,72,80,37,09,FF,E0,00,00
-1496624511.5094,178,02,21,01,FF,4E,60,CE,4D
-1496624511.50952,213,FF,FF,08,04,00,02,02,40
-1496624511.50977,214,80,00,00,00,00,00,7E,10
-1496624511.51002,216,97,10,69,FB,82,00,08,2D
-1496624511.51027,217,01,52,01,29,01,4D,01,1F
-1496624511.51052,415,01,6E,D8,87,0F,FF,0F,FF
-1496624511.51077,4B0,9F,00,00,00,10,00,00,FE
-1496624511.51102,200,02,95,80,00,80,36,0D,3C
-1496624511.51127,202,0C,80,6A,6D,66,EE,01,6E
-1496624511.51152,204,F4,00,7D,02,4D,EF,12,61
-1496624511.51177,3CA,FF,80,08,00,00,00,00,00
-1496624511.5144,230,00,02,00,00,00,00,00,00
-1496624511.51452,25C,01,F6,06,4D,24,18,82,71
-1496624511.51453,091,FF,FE,80,A5,89,51,30,00
-1496624511.51454,092,6F,B6,6F,80,0F,A0,A5,51
-1496624511.5159,186,14,29,01,F4,00,ED,04,00
-1496624511.51591,187,DF,14,08,00,00,40,00,00
-1496624511.51602,18A,00,20,18,00,14,00,00,00
-1496624511.51615,242,00,EB,20,09,E8,00,00,01
-1496624511.51616,40A,C1,10,41,8C,40,25,00,00
-1496624511.51639,42C,88,00,00,00,54,A0,00,00
-1496624511.51777,047,20,00,00,00,00,00,00,00
-1496624511.51778,167,72,80,38,09,FF,E0,00,00
-1496624511.5179,202,0C,80,72,6D,60,EE,01,6D
-1496624511.51802,217,01,52,01,29,01,4B,01,1F
-1496624511.51827,204,F8,00,7D,02,4B,EE,12,5C
-1496624511.51852,085,74,4C,80,00,3D,90,7C,7D
-1496624511.51877,25C,01,FB,06,51,24,18,82,71
-1496624511.51902,5B3,B3,00,FF,FF,FF,FF,FF,FF
-1496624511.52052,3A8,E0,00,9E,CF,00,00,00,00
-1496624511.52077,078,54,29,00,10,00,00,00,00
-1496624511.52102,422,00,00,00,8E,3C,12,FF,00
-1496624511.52127,423,AB,A0,00,00,00,00,00,00
-1496624511.52152,430,37,01,58,34,C8,79,77,00
-1496624511.52177,431,05,1B,00,7E,09,80,00,00
-1496624511.52452,091,FF,FE,80,A3,8A,52,30,00
-1496624511.52453,092,6F,B9,6F,7D,0F,A0,A4,52
-1496624511.5284,165,10,C3,4B,00,00,00,00,00
-1496624511.52841,167,72,80,39,09,FF,E0,00,00
-1496624511.52852,076,36,56,C0,80,00,00,00,00
-1496624511.52855,077,01,68,08,84,7F,F7,F9,FA
-1496624511.52865,07D,00,00,FD,20,00,3F,EF,FE
-1496624511.52866,082,7C,08,94,00,A9,80,40,00
-1496624511.5289,085,74,4C,80,00,3C,A0,7C,7D
-1496624511.52915,200,02,95,80,00,80,36,0F,3A
-1496624511.5294,202,0C,7F,7A,6D,60,EE,01,6D
-1496624511.52965,204,FC,00,7D,02,4B,ED,12,51
-1496624511.5299,213,FF,FF,08,04,00,02,02,40
-1496624511.53015,214,80,00,00,00,00,00,7D,20
-1496624511.53027,216,98,11,69,FC,82,00,09,31
-1496624511.53052,217,01,53,01,29,01,4B,01,1F
-1496624511.53077,230,00,02,00,00,00,00,00,00
-1496624511.53115,3CC,00,00,00,00,00,00,00,00
-1496624511.53127,415,01,6F,DC,85,0F,FF,0F,FF
-1496624511.53152,4B0,9F,00,00,00,20,00,00,FD
-1496624511.53177,25C,01,F8,06,4C,24,18,82,70
-1496624511.5344,091,FF,FE,80,A6,86,53,30,00
-1496624511.53441,092,6F,AF,6F,82,0F,A0,A8,53
-1496624511.53577,186,14,29,01,F4,00,ED,04,00
-1496624511.5359,187,DE,14,08,00,00,50,00,00
-1496624511.53853,202,0C,8D,02,6D,62,EE,01,6E
-1496624511.53856,047,20,00,00,00,00,00,00,00
-1496624511.53865,167,72,80,38,09,FF,E0,00,00
-1496624511.53866,204,C0,00,7D,02,49,FC,12,51
-1496624511.53867,217,01,53,01,29,01,49,01,1E
-1496624511.53877,25C,01,F3,06,50,24,18,82,70
-1496624511.5389,085,74,4C,80,00,3B,B0,7C,7D
-1496624511.54152,3A8,E0,00,9E,CB,00,00,00,00
-1496624511.54165,078,01,28,80,10,00,00,00,00
-1496624511.54166,3CA,FF,80,08,00,00,00,00,00
-1496624511.54565,091,FF,FE,80,AF,7C,54,30,00
-1496624511.54566,092,6F,C0,6F,7F,0F,A0,99,54
-1496624511.54828,165,10,C3,4B,00,00,00,00,00
-1496624511.54829,167,72,80,36,09,FF,E0,00,00
-1496624511.5484,076,36,55,C0,80,00,00,00,00
-1496624511.54841,077,01,68,08,84,7F,F7,F1,FB
-1496624511.54853,07D,00,00,FC,30,00,3F,EF,FE
-1496624511.54865,082,7D,08,94,00,A9,80,40,00
-1496624511.5489,085,74,4C,80,00,39,C0,7C,7E
-1496624511.54915,200,02,95,80,00,80,36,01,48
-1496624511.5494,213,FF,FF,08,04,00,02,02,40
-1496624511.54965,214,80,00,00,00,00,00,7C,30
-1496624511.5499,216,98,13,6B,FE,82,00,0A,34
-1496624511.55015,202,0C,8C,0A,6D,62,EE,01,6E
-1496624511.55027,204,C4,00,7D,02,49,FB,12,3B
-1496624511.55052,217,01,53,01,29,01,49,01,1E
-1496624511.55077,415,01,6F,E0,84,0F,FF,0F,FF
-1496624511.55102,4B0,9F,00,00,00,30,00,00,FC
-1496624511.55253,230,00,02,00,00,00,00,00,00
-1496624511.55265,25C,01,FA,06,4C,24,18,82,71
-1496624511.55528,091,FF,FE,80,A7,83,55,30,00
-1496624511.55529,092,6F,B5,6F,81,0F,A0,A1,55
-1496624511.5554,242,00,EB,20,09,E8,00,00,01
-1496624511.55541,186,14,29,01,F4,00,ED,04,00
-1496624511.55553,187,DE,14,08,00,00,50,00,00
-1496624511.55815,047,20,00,00,00,00,00,00,00
-1496624511.55816,167,72,80,38,09,FF,E0,00,00
-1496624511.55828,202,0C,8B,12,6D,62,EE,01,6E
-1496624511.55829,204,C8,00,7D,02,49,FA,12,4B
-1496624511.5583,217,01,53,01,2A,01,49,01,1F
-1496624511.5584,25C,01,F8,06,50,24,18,82,71
-1496624511.55853,085,74,4B,80,00,3A,D0,7C,7D
-1496624511.55877,3CC,00,00,00,00,00,00,00,00
-1496624511.5614,3A8,E0,00,9E,CA,00,00,00,00
-1496624511.56153,078,01,28,80,10,00,00,00,00
-1496624511.5654,091,FF,FE,80,AC,7D,56,30,00
-1496624511.56553,092,6F,B9,6F,77,0F,A0,A6,56
-1496624511.56554,42C,88,00,00,00,54,A0,00,00
-1496624511.56815,165,10,C3,4B,00,00,00,00,00
-1496624511.56817,167,72,80,39,09,FF,E0,00,00
-1496624511.56828,076,36,55,C0,80,00,00,00,00
-1496624511.5684,077,01,68,08,84,7F,F7,F9,FB
-1496624511.56841,07D,00,00,FB,40,00,3F,EF,FE
-1496624511.56866,082,7D,08,94,00,A9,80,40,00
-1496624511.5689,083,00,20,00,00,00,00,00,00
-1496624511.56915,085,74,4B,80,00,39,E0,7C,7D
-1496624511.5694,200,02,95,80,00,80,36,03,46
-1496624511.56978,202,0C,8A,1A,6D,64,EE,01,6E
-1496624511.5699,204,CC,00,7D,02,47,F9,12,4B
-1496624511.57015,213,FF,FF,08,04,00,02,02,40
-1496624511.5704,214,80,00,00,00,00,00,7B,40
-1496624511.57053,216,9A,14,6C,FF,82,00,0B,43
-1496624511.57078,217,01,53,01,2A,01,49,01,1F
-1496624511.57115,230,00,02,00,00,00,00,00,00
-1496624511.57128,2A1,FF,FF,FF,FF,00,00,00,00
-1496624511.57153,3A7,00,40,0A,0C,5F,00,00,00
-1496624511.57178,3CA,FF,80,08,00,00,00,00,00
-1496624511.57203,25C,01,FC,06,4C,24,18,82,70
-1496624511.57228,415,01,70,E4,82,0F,FF,0F,FF
-1496624511.57253,4B0,9F,00,00,00,40,00,00,FB
-1496624511.57515,091,FF,FE,80,B3,75,57,30,00
-1496624511.57516,092,6F,C0,6F,7F,0F,A0,96,57
-1496624511.57528,186,14,27,01,F4,00,ED,04,00
-1496624511.57529,187,DE,14,08,00,00,50,00,00
-1496624511.57665,3E2,FF,FF,FF,FF,E0,00,00,00
-1496624511.57828,047,20,00,00,00,00,00,00,00
-1496624511.57829,167,72,80,39,09,FF,E0,00,00
-1496624511.5783,202,0C,88,22,6D,64,EE,01,6F
-1496624511.57831,217,01,53,01,2A,01,49,01,1F
-1496624511.57831,204,D0,00,7D,02,47,F8,12,40
-1496624511.57853,085,74,4B,80,00,37,F0,7C,7E
-1496624511.57878,25C,01,FB,06,50,24,18,82,6F
-1496624511.5814,455,00,00,00,00,00,00,00,00
-1496624511.58142,3A8,E0,00,9E,CA,00,00,00,00
-1496624511.58153,078,00,28,00,10,00,00,00,00
-1496624511.58541,04A,02,00,00,18,00,00,00,00
-1496624511.58542,04B,00,00,18,D8,C0,18,C0,00
-1496624511.58565,04C,20,6B,BF,00,00,00,00,00
-1496624511.58567,091,FF,FE,80,B0,77,58,30,00
-1496624511.58568,092,6F,B4,6F,7B,0F,A0,A5,58
-1496624511.58568,3A6,00,40,0A,0C,5F,00,00,00
-1496624511.58828,165,10,C3,4B,00,00,00,00,00
-1496624511.58829,167,72,80,38,09,FF,E0,00,00
-1496624511.58855,076,36,54,C0,80,00,00,00,00
-1496624511.58857,077,01,69,08,88,7F,F8,01,F9
-1496624511.58857,07D,00,00,FA,50,00,3F,EF,FE
-1496624511.58865,082,7E,08,94,00,A9,80,40,00
-1496624511.5889,085,74,4A,80,00,48,00,7C,7D
-1496624511.58928,200,02,95,80,00,80,36,05,44
-1496624511.5894,202,0C,87,2A,6D,66,EE,01,6F
-1496624511.58965,213,FF,FF,08,04,00,02,02,40
-1496624511.5899,214,80,00,00,00,00,00,7A,50
-1496624511.59003,204,D4,00,7D,02,47,F7,12,40
-1496624511.59028,216,9B,16,6D,01,82,00,0C,36
-1496624511.59065,217,01,53,01,2A,01,49,01,20
-1496624511.59078,3CC,00,00,00,00,00,00,00,00
-1496624511.59103,415,01,70,E8,81,0F,FF,0F,FF
-1496624511.59128,416,55,00,F9,00,01,00,00,00
-1496624511.59153,4B0,9F,00,00,00,50,00,00,FA
-1496624511.59178,596,96,00,FF,FF,FF,FF,FF,FF
-1496624511.59203,230,00,02,00,00,00,00,00,00
-1496624511.59228,25C,01,F9,06,4D,24,18,82,6F
-1496624511.59491,091,FF,FE,80,AE,78,59,30,00
-1496624511.59492,092,6F,BC,6F,78,0F,A0,9F,59
-1496624511.59503,242,00,EB,20,0A,E7,00,00,01
-1496624511.59516,186,14,27,01,F4,00,ED,04,00
-1496624511.59553,187,DE,14,08,00,00,50,00,00
-1496624511.59816,047,20,00,00,00,00,00,00,00
-1496624511.59817,167,72,80,37,09,FF,E0,00,00
-1496624511.59828,202,0C,86,32,6D,66,EE,01,6F
-1496624511.59829,204,D8,00,7D,02,47,F6,12,40
-1496624511.5983,217,01,53,01,2A,01,49,01,20
-1496624511.59841,25C,01,FF,06,52,24,18,82,71
-1496624511.59855,085,74,49,80,00,48,10,7C,7D
-1496624511.60116,3A8,E0,00,9E,C6,00,00,00,00
-1496624511.60128,078,01,28,80,10,00,00,00,00
-1496624511.60129,3CA,FF,80,08,00,00,00,00,00
-1496624511.60516,091,FF,FE,80,BC,69,5A,30,00
-1496624511.60528,092,6F,B9,6F,7B,0F,A0,9E,5A
-1496624511.60791,165,10,C3,4B,00,00,00,00,00
-1496624511.60803,167,72,80,38,09,FF,E0,00,00
-1496624511.60804,076,36,54,C0,80,00,00,00,00
-1496624511.60828,077,01,69,08,87,7F,F7,FD,FA
-1496624511.60856,07D,00,00,F9,60,00,3F,EF,FE
-1496624511.60878,082,7E,08,94,00,A9,80,40,00
-1496624511.60903,085,74,48,80,00,48,20,7C,7D
-1496624511.60928,178,02,21,01,FF,4E,60,CE,4D
-1496624511.60953,213,FF,FF,08,04,00,02,02,40
-1496624511.60978,214,80,00,00,00,00,00,79,60
-1496624511.61003,216,9D,16,6F,02,82,00,0D,30
-1496624511.61016,217,01,53,01,2A,01,4A,01,1F
-1496624511.61041,415,01,70,EC,80,0F,FF,0F,FF
-1496624511.61066,4B0,9F,00,00,00,60,00,00,F9
-1496624511.6109,200,02,95,80,00,80,36,07,42
-1496624511.61116,202,0C,85,3A,6D,66,EE,01,6F
-1496624511.61153,204,DC,00,7D,02,47,F5,12,5C
-1496624511.61416,230,00,02,00,00,00,00,00,00
