Time,ID,B0,B1,B2,B3,B4,B5,B6,B7
-1496624510.3415,3CA,FF,80,08,00,00,00,00,00
-1496624510.34151,078,01,28,80,10,00,00,00,00
-1496624510.34152,091,FF,FE,80,A7,FC,DC,30,00
-1496624510.34153,092,6F,AC,6F,70,0F,A0,34,DC
-1496624510.34813,165,10,C3,4B,00,00,00,00,00
-1496624510.34814,167,72,80,3C,09,FF,E0,00,00
-1496624510.34815,076,36,47,C0,80,00,00,00,00
-1496624510.34815,077,01,58,08,85,7F,F7,F1,F6
-1496624510.34837,07D,00,00,F8,70,00,3F,EF,FE
-1496624510.34863,082,7A,08,94,00,A9,80,40,00
-1496624510.34887,085,74,3E,80,00,50,40,7C,7D
-1496624510.34912,200,02,95,80,00,80,38,09,3E
-1496624510.34937,213,FF,FF,08,04,00,02,04,40
-1496624510.34962,214,80,00,00,00,00,00,78,70
-1496624510.34987,202,0C,95,4A,72,64,EE,01,5D
-1496624510.35012,204,E4,00,7D,02,3E,F3,11,F5
-1496624510.35024,216,52,C1,26,AF,82,00,16,55
-1496624510.35049,217,01,45,01,1D,01,3D,01,10
-1496624510.35074,415,01,5F,F0,90,0F,FF,0F,FF
-1496624510.35099,4B0,9F,00,00,00,70,00,00,F8
-1496624510.35125,091,FF,FE,80,AC,F6,DD,30,00
-1496624510.35149,092,6F,B1,6F,6B,0F,A0,33,DD
-1496624510.35174,230,00,02,00,00,00,00,00,00
-1496624510.35437,25C,01,F0,06,4C,24,18,82,6E
-1496624510.35587,242,00,EB,20,0A,E7,00,00,01
-1496624510.35588,186,14,32,01,F4,00,ED,04,00
-1496624510.35589,187,DA,14,08,00,00,90,00,00
-1496624510.35737,047,20,00,00,00,00,00,00,00
-1496624510.35738,167,72,80,3E,09,FF,E0,00,00
-1496624510.3575,202,0C,93,52,72,66,EE,01,5E
-1496624510.35775,204,E8,00,7D,02,3E,F2,11,F5
-1496624510.358,217,01,45,01,1D,01,3E,01,11
-1496624510.35825,25C,01,F2,06,50,24,18,82,6E
-1496624510.35862,085,74,3E,80,00,4F,50,7C,7D
-1496624510.35875,3CC,80,00,00,00,00,00,00,00
-1496624510.36137,3A8,E0,00,9E,D1,00,00,00,00
-1496624510.3615,078,01,28,80,10,00,00,00,00
-1496624510.36151,091,FF,FE,80,A5,FC,DE,30,00
-1496624510.36162,092,6F,AF,6F,6D,0F,A0,32,DE
-1496624510.3645,42C,88,00,00,00,54,A0,00,00
-1496624510.36837,165,10,C3,4B,00,00,00,00,00
-1496624510.36838,167,72,80,3F,09,FF,E0,00,00
-1496624510.36863,076,36,47,C0,80,00,00,00,00
-1496624510.36864,077,01,59,08,86,7F,F7,F5,F7
-1496624510.36865,07D,00,00,F7,80,00,3F,EF,FE
-1496624510.36875,082,7A,08,94,00,A9,80,40,00
-1496624510.36888,085,74,3E,80,00,4E,60,7C,7D
-1496624510.36912,200,02,95,80,00,80,38,0B,3C
-1496624510.36937,083,00,20,00,00,00,00,00,00
-1496624510.36963,202,0C,92,5A,72,66,EE,01,5E
-1496624510.36987,204,EC,00,7D,02,3E,F1,11,F5
-1496624510.37013,213,FF,FF,08,04,00,02,04,40
-1496624510.37038,214,80,00,00,00,00,00,77,80
-1496624510.37063,216,54,C3,27,B1,82,00,17,55
-1496624510.37075,217,01,45,01,1D,01,3E,01,11
-1496624510.371,230,00,02,00,00,00,00,00,00
-1496624510.37125,2A1,FF,FF,FF,FF,00,00,00,00
-1496624510.3715,091,FF,FE,80,A8,F8,DF,30,00
-1496624510.37175,092,6F,A7,6F,74,0F,A0,32,DF
-1496624510.37201,25C,01,F1,06,4A,24,18,82,6D
-1496624510.37225,3A7,00,40,0A,0C,5F,00,00,00
-1496624510.3725,3CA,FF,80,08,00,00,00,00,00
-1496624510.37275,415,01,60,F4,8E,0F,FF,0F,FF
-1496624510.373,4B0,9F,00,00,00,80,00,00,F7
-1496624510.37563,186,14,32,01,F4,00,ED,04,00
-1496624510.37564,187,DA,14,08,00,00,90,00,00
-1496624510.37826,455,00,00,00,00,00,00,00,00
-1496624510.37827,047,20,00,00,00,00,00,00,00
-1496624510.37838,167,72,80,3F,09,FF,E0,00,00
-1496624510.37863,217,01,47,01,1D,01,3E,01,11
-1496624510.37865,202,0C,90,62,72,60,EE,01,5F
-1496624510.37865,204,F0,00,7D,02,3F,F0,12,00
-1496624510.37866,085,74,3E,80,00,4D,70,7C,7D
-1496624510.37888,25C,01,EE,06,50,24,18,82,6C
-1496624510.38037,3A8,E0,00,9E,D1,00,00,00,00
-1496624510.38175,078,00,28,00,10,00,00,00,00
-1496624510.38177,04A,02,00,00,18,00,00,00,00
-1496624510.38188,04B,00,00,18,D8,C0,18,C0,00
-1496624510.38189,04C,20,6B,BF,00,00,00,00,00
-1496624510.382,091,FF,FE,80,AB,F4,E0,30,00
-1496624510.38238,092,6F,B5,6F,69,0F,A0,2E,E0
-1496624510.385,3A6,00,40,0A,0C,5F,00,00,00
-1496624510.38763,165,10,C3,4B,00,00,00,00,00
-1496624510.38764,167,72,80,3D,09,FF,E0,00,00
-1496624510.38788,076,36,47,C0,80,00,00,00,00
-1496624510.38813,077,01,59,08,85,7F,F7,E9,F6
-1496624510.38838,07D,00,00,F6,90,00,3F,EF,FE
-1496624510.38863,082,79,08,94,00,A9,80,40,00
-1496624510.38888,085,74,3F,80,00,4A,80,7C,7E
-1496624510.38913,200,02,95,80,00,80,38,0D,3A
-1496624510.38925,202,0C,8F,6A,72,60,EE,01,5F
-1496624510.3895,213,FF,FF,08,04,00,02,04,40
-1496624510.38975,204,F4,00,7D,02,3F,EF,12,05
-1496624510.39001,214,80,00,00,00,00,00,76,90
-1496624510.39025,216,55,C4,29,B2,82,00,18,55
-1496624510.3905,217,01,47,01,1D,01,3E,01,11
-1496624510.39075,230,00,02,00,00,00,00,00,00
-1496624510.391,3CC,80,00,00,00,00,00,00,00
-1496624510.39125,415,01,60,F8,8D,0F,FF,0F,FF
-1496624510.3915,091,FF,FE,80,A9,F5,E1,30,00
-1496624510.39175,092,6F,AE,6F,6B,0F,A0,32,E1
-1496624510.392,25C,01,EE,06,4B,24,18,82,6D
-1496624510.39225,416,59,00,F5,00,01,00,00,00
-1496624510.39238,4B0,9F,00,00,00,90,00,00,F6
-1496624510.39638,242,00,EB,20,0A,E7,00,00,01
-1496624510.39639,186,14,32,01,F4,00,ED,04,00
-1496624510.3964,187,DA,14,08,00,00,90,00,00
-1496624510.39776,047,20,00,00,00,00,00,00,00
-1496624510.39777,167,72,80,3D,09,FF,E0,00,00
-1496624510.39788,202,0C,8E,72,72,60,EE,01,5F
-1496624510.398,204,F8,00,7D,02,3F,EE,12,05
-1496624510.39802,217,01,48,01,1D,01,3E,01,11
-1496624510.39825,25C,01,F1,06,50,24,18,82,6E
-1496624510.3985,085,74,3F,80,00,49,90,7C,7E
-1496624510.40113,3A8,E0,00,9E,D3,00,00,00,00
-1496624510.40138,3CA,FF,80,08,00,00,00,00,00
-1496624510.40139,078,03,28,80,10,00,00,00,00
-1496624510.40163,091,FF,FE,80,A6,F7,E2,30,00
-1496624510.40188,092,6F,A9,6F,6A,0F,A0,37,E2
-1496624510.40463,084,11,00,00,9B,24,26,12,00
-1496624510.40726,165,10,C3,4B,00,00,00,00,00
-1496624510.40888,167,72,80,3E,09,FF,E0,00,00
-1496624510.40889,076,36,47,C0,80,00,00,00,00
-1496624510.4089,077,01,5A,08,85,7F,F7,F1,F5
-1496624510.40891,07D,00,00,F5,A0,00,3F,EF,FE
-1496624510.40892,082,79,08,94,00,A9,80,40,00
-1496624510.40901,085,74,3F,80,00,49,A0,7C,7D
-1496624510.40926,178,02,21,02,00,4E,5F,CE,4D
-1496624510.4095,213,FF,FF,08,04,00,02,04,40
-1496624510.40975,214,80,00,00,00,00,00,75,A0
-1496624510.41,216,55,C6,2A,B3,82,00,19,55
-1496624510.41013,217,01,48,01,1D,01,3F,01,12
-1496624510.41038,415,01,61,FC,8B,0F,FF,0F,FF
-1496624510.41063,4B0,9F,00,00,00,A0,00,00,F5
-1496624510.41088,200,02,95,80,00,80,38,0F,38
-1496624510.41113,202,0C,8D,7A,72,62,EE,01,5F
-1496624510.41138,204,FC,00,7D,02,3F,ED,12,00
-1496624510.41163,091,FF,FE,80,A6,F6,E3,30,00
-1496624510.41188,092,6F,B6,6F,6A,0F,A0,29,E3
-1496624510.41338,230,00,02,00,00,00,00,00,00
-1496624510.41339,25C,01,F2,06,4C,24,18,82,6D
-1496624510.41601,186,14,32,01,F4,00,ED,04,00
-1496624510.41602,187,DA,14,08,00,00,90,00,00
-1496624510.41613,18A,00,20,18,00,14,00,00,00
-1496624510.41614,42C,88,00,00,00,54,A0,00,00
-1496624510.41764,047,20,00,00,00,00,00,00,00
-1496624510.41765,167,72,80,40,09,FF,E0,00,00
-1496624510.41776,202,0C,9B,02,72,62,EE,01,60
-1496624510.41788,217,01,48,01,1E,01,3F,01,12
-1496624510.41813,204,C0,00,7D,02,3F,FC,12,05
-1496624510.41838,25C,01,F0,06,50,24,18,82,6C
-1496624510.41864,085,74,3F,80,00,48,B0,7C,7D
-1496624510.41888,3CC,80,00,00,00,00,00,00,00
-1496624510.42026,3A8,E0,00,9E,D2,00,00,00,00
-1496624510.42176,59E,9E,00,FF,FF,00,FF,FF,FF
-1496624510.42177,078,55,29,80,10,00,00,00,00
-1496624510.42188,422,00,00,00,8E,3C,12,FF,00
-1496624510.4219,091,FF,FE,80,A4,F7,E4,30,00
-1496624510.4219,092,6F,B3,6F,75,0F,A0,20,E4
-1496624510.42201,423,AB,A0,00,00,00,00,00,00
-1496624510.42226,430,3F,01,58,34,C8,79,77,00
-1496624510.42738,165,10,C3,4B,00,00,00,00,00
-1496624510.42751,167,72,80,3F,09,FF,E0,00,00
-1496624510.42901,076,36,48,C0,80,00,00,00,00
-1496624510.42902,077,01,5A,08,84,7F,F7,F9,F5
-1496624510.42903,07D,00,00,F4,B0,00,3F,EF,FE
-1496624510.42904,082,7A,08,94,00,A9,80,40,00
-1496624510.42905,085,74,3F,80,00,47,C0,7C,7D
-1496624510.42913,200,02,95,80,00,80,38,01,46
-1496624510.42938,202,0C,9A,0A,72,62,EE,01,60
-1496624510.42963,213,FF,FF,08,04,00,02,04,40
-1496624510.42976,204,C4,00,7D,02,3F,FB,12,05
-1496624510.43001,214,80,00,00,00,00,00,74,B0
-1496624510.43026,216,57,C7,2A,B5,82,00,1A,55
-1496624510.43063,217,01,48,01,1E,01,3F,01,12
-1496624510.43076,230,00,02,00,00,00,00,00,00
-1496624510.43101,3CA,FF,80,08,00,00,00,00,00
-1496624510.43126,415,01,62,C0,99,0F,FF,0F,FF
-1496624510.43151,4B0,9F,00,00,00,B0,00,00,F4
-1496624510.43176,091,FF,FE,80,AC,EE,E5,30,00
-1496624510.43201,092,6F,AE,6F,71,0F,A0,28,E5
-1496624510.43226,25C,01,ED,06,4D,24,18,82,6C
-1496624510.43614,186,14,32,01,F4,00,ED,04,00
-1496624510.43615,187,D9,14,08,00,00,A0,00,00
-1496624510.43626,242,00,EB,20,0A,E7,00,00,01
-1496624510.43764,047,20,00,00,00,00,00,00,00
-1496624510.43776,167,72,80,3C,09,FF,E0,00,00
-1496624510.43777,202,0C,98,12,72,64,EE,01,61
-1496624510.43801,188,40,00,00,00,00,00,00,00
-1496624510.43826,204,C8,00,7D,02,40,FA,12,10
-1496624510.43851,217,01,48,01,1F,01,3F,01,13
-1496624510.43876,085,74,3F,80,00,46,D0,7C,7D
-1496624510.43901,25C,01,EE,06,50,24,18,82,6E
-1496624510.44039,3A8,E0,00,9E,D0,00,00,00,00
-1496624510.44176,078,00,28,00,10,00,00,00,00
-1496624510.44189,091,FF,FE,80,A5,F4,E6,30,00
-1496624510.4419,092,6F,B6,6F,77,0F,A0,19,E6
-1496624510.44826,165,10,C3,4B,00,00,00,00,00
-1496624510.44851,167,72,80,3C,09,FF,E0,00,00
-1496624510.44852,076,36,48,C0,80,00,00,00,00
-1496624510.44856,077,01,5B,08,86,7F,F7,F1,F9
-1496624510.44857,07D,00,00,F3,C0,00,3F,EF,FE
-1496624510.44864,082,7A,08,94,00,A9,80,40,00
-1496624510.44901,085,74,3F,80,00,45,E0,7C,7D
-1496624510.44913,200,02,95,80,00,80,39,03,43
-1496624510.44926,202,0C,97,1A,72,64,EE,01,61
-1496624510.44951,213,FF,FF,08,04,00,02,04,40
-1496624510.44976,204,CC,00,7D,02,40,F9,11,F5
-1496624510.45001,214,80,00,00,00,00,00,73,C0
-1496624510.45038,216,58,C8,2C,B6,82,00,1B,55
-1496624510.45051,217,01,48,01,1F,01,3F,01,13
-1496624510.45076,230,00,02,00,00,00,00,00,00
-1496624510.45101,3CC,80,00,00,00,00,00,00,00
-1496624510.45126,415,01,62,C4,98,0F,FF,0F,FF
-1496624510.45151,091,FF,FE,80,A3,F5,E7,30,00
-1496624510.45176,092,6F,B2,6F,74,0F,A0,1F,E7
-1496624510.45201,4B0,9F,00,00,00,C0,00,00,F3
-1496624510.45351,25C,01,F1,06,4C,24,18,82,6E
-1496624510.45626,3B3,40,48,00,12,10,05,00,02
-1496624510.45627,186,14,32,01,F4,00,ED,04,00
-1496624510.45628,187,D9,14,08,00,00,A0,00,00
-1496624510.45789,047,20,00,00,00,00,00,00,00
-1496624510.4579,167,72,80,3D,09,FF,E0,00,00
-1496624510.45791,202,0C,96,22,72,66,EE,01,61
-1496624510.45791,204,D0,00,7D,02,3F,F8,11,F5
-1496624510.45801,217,01,48,01,1F,01,3F,01,13
-1496624510.45826,25C,01,F2,06,51,24,18,82,6E
-1496624510.45857,085,74,3F,80,00,44,F0,7C,7D
-1496624510.46114,3A8,E0,00,9E,D0,00,00,00,00
-1496624510.46126,3CA,FF,80,08,00,00,00,00,00
-1496624510.46128,078,01,28,80,10,00,00,00,00
-1496624510.46152,091,FF,FE,80,A3,F4,E8,30,00
-1496624510.46176,092,6F,B8,6F,6D,0F,A0,1F,E8
-1496624510.46576,42C,88,00,00,00,54,A0,00,00
-1496624510.46839,165,10,C3,4B,00,00,00,00,00
-1496624510.4684,167,72,80,3E,09,FF,E0,00,00
-1496624510.46865,076,36,48,C0,80,00,00,00,00
-1496624510.46866,077,01,5B,08,83,7F,F7,F5,F9
-1496624510.46867,07D,00,00,F2,D0,00,3F,EF,FE
-1496624510.46876,082,79,08,94,00,A9,80,40,00
-1496624510.46889,085,74,3F,80,00,53,00,7C,7D
-1496624510.46914,200,02,95,80,00,80,38,05,42
-1496624510.46939,083,00,20,00,00,00,00,00,00
-1496624510.46964,213,FF,FF,08,04,00,02,04,40
-1496624510.46989,214,80,00,00,00,00,00,72,D0
-1496624510.47002,202,0C,95,2A,72,66,EE,01,61
-1496624510.47026,216,59,CA,2D,B8,82,00,1C,55
-1496624510.47051,204,D4,00,7D,02,3F,F7,12,05
-1496624510.47076,217,01,49,01,20,01,3F,01,13
-1496624510.47101,2A1,FF,FF,FF,FF,00,00,00,00
-1496624510.47139,415,01,63,C8,96,0F,FF,0F,FF
-1496624510.47151,4B0,9F,00,00,00,D0,00,00,F2
-1496624510.47176,091,FF,FE,80,A3,F3,E9,30,00
-1496624510.47201,092,6F,BB,6F,78,0F,A0,10,E9
-1496624510.47226,230,00,02,00,00,00,00,00,00
-1496624510.47239,25C,01,EF,06,4D,24,18,82,6D
-1496624510.47639,242,00,EB,20,0A,E7,00,00,01
-1496624510.4764,186,14,32,01,F4,00,ED,04,00
-1496624510.47641,187,D9,14,08,00,00,A0,00,00
-1496624510.47652,455,00,00,00,00,00,00,00,00
-1496624510.47689,047,20,00,00,00,00,00,00,00
-1496624510.47827,167,72,80,3D,09,FF,E0,00,00
-1496624510.47865,202,0C,93,32,72,66,EE,01,62
-1496624510.47866,204,D8,00,7D,02,3F,F6,12,00
-1496624510.47867,217,01,49,01,20,01,3F,01,13
-1496624510.47868,25C,01,EB,06,51,24,18,82,6D
-1496624510.47868,085,74,3F,80,00,52,10,7C,7D
-1496624510.47877,3CC,80,00,00,00,00,00,00,00
-1496624510.48152,3A8,E0,00,9E,D2,00,00,00,00
-1496624510.48153,078,01,28,80,10,00,00,00,00
-1496624510.48164,04A,02,00,00,18,00,00,00,00
-1496624510.48176,04B,00,00,18,D8,C0,18,C0,00
-1496624510.48214,04C,20,6B,BF,00,00,00,00,00
-1496624510.48227,091,FF,FE,80,9F,F6,EA,30,00
-1496624510.48252,092,6F,B7,6F,73,0F,A0,18,EA
-1496624510.48764,165,10,C3,4B,00,00,00,00,00
-1496624510.48766,167,72,80,3A,09,FF,E0,00,00
-1496624510.48789,076,36,48,C0,80,00,00,00,00
-1496624510.48814,077,01,5C,08,83,7F,F7,FD,F6
-1496624510.48839,07D,00,00,F1,E0,00,3F,EF,FE
-1496624510.48865,082,7A,08,94,00,A9,80,40,00
-1496624510.48889,085,74,3F,80,00,51,20,7C,7D
-1496624510.48914,200,02,95,80,00,80,38,07,40
-1496624510.48927,202,0C,92,3A,72,60,EE,01,62
-1496624510.48952,213,FF,FF,08,04,00,02,04,40
-1496624510.48989,204,DC,00,7D,02,3F,F5,12,00
-1496624510.49002,214,80,00,00,00,00,00,71,E0
-1496624510.49027,216,5B,CB,2E,B9,82,00,1D,55
-1496624510.49051,217,01,49,01,21,01,40,01,15
-1496624510.49076,230,00,02,00,00,00,00,00,00
-1496624510.49102,3CA,FF,80,08,00,00,00,00,00
-1496624510.49139,415,01,64,CC,94,0F,FF,0F,FF
-1496624510.49152,416,5A,00,F4,00,01,00,00,00
-1496624510.49176,091,FF,FE,80,9A,FA,EB,30,00
-1496624510.49202,092,6F,BD,6F,72,0F,A0,12,EB
-1496624510.49227,25C,01,EC,06,4B,24,18,82,6F
-1496624510.49239,4B0,9F,00,00,00,E0,00,00,F1
-1496624510.49639,186,14,32,01,F4,00,ED,04,00
-1496624510.4964,187,D9,14,08,00,00,A0,00,00
-1496624510.49777,047,20,00,00,00,00,00,00,00
-1496624510.49778,167,72,80,3A,09,FF,E0,00,00
-1496624510.49789,202,0C,90,42,72,60,EE,01,63
-1496624510.49802,217,01,49,01,21,01,40,01,15
-1496624510.49827,204,E0,00,7D,02,3F,F4,11,FA
-1496624510.49852,25C,01,F0,06,51,24,18,82,6F
-1496624510.49877,085,74,3F,80,00,50,30,7C,7D
-1496624510.50139,3A8,E0,00,9E,D7,00,00,00,00
-1496624510.50152,078,00,28,00,10,00,00,00,00
-1496624510.50164,091,FF,FE,80,9E,F5,EC,30,00
-1496624510.50189,092,6F,B3,6F,77,0F,A0,16,EC
-1496624510.50464,3EB,A4,04,10,00,0F,10,00,00
-1496624510.50727,165,10,C3,4B,00,00,00,00,00
-1496624510.50877,167,72,80,3C,09,FF,E0,00,00
-1496624510.50878,076,36,48,C0,80,00,00,00,00
-1496624510.50879,077,01,5D,08,80,7F,F8,01,F8
-1496624510.5089,07D,00,00,F0,F0,00,3F,EF,FE
-1496624510.50891,082,7A,08,94,00,A9,80,40,00
-1496624510.50902,085,74,3F,80,00,4F,40,7C,7D
-1496624510.50927,178,02,21,02,00,4E,5F,CE,4D
-1496624510.50952,213,FF,FF,08,04,00,02,04,40
-1496624510.50977,214,80,00,00,00,00,00,70,F0
-1496624510.51002,216,5B,CD,30,B9,82,00,1E,55
-1496624510.51027,217,01,4A,01,21,01,40,01,16
-1496624510.51052,3CC,80,00,00,00,00,00,00,00
-1496624510.51064,200,02,95,80,00,80,38,09,3E
-1496624510.51089,415,01,64,D0,93,0F,FF,0F,FF
-1496624510.51114,202,0C,8F,4A,72,62,EE,01,63
-1496624510.51139,204,E4,00,7D,02,3F,F3,12,05
-1496624510.51164,4B0,9F,00,00,00,F0,00,00,F0
-1496624510.51189,091,FF,FE,80,97,FB,ED,30,00
-1496624510.51214,092,6F,B9,6F,6F,0F,A0,17,ED
-1496624510.51352,230,00,02,00,00,00,00,00,00
-1496624510.51364,25C,01,F1,06,4B,24,18,82,6F
-1496624510.51628,186,14,32,01,F4,00,ED,04,00
-1496624510.51629,187,D9,14,08,00,00,A0,00,00
-1496624510.51652,18A,00,20,18,00,14,00,00,00
-1496624510.51653,242,00,EB,20,0A,E7,00,00,01
-1496624510.51654,40A,C0,00,00,45,15,13,69,00
-1496624510.51664,42C,88,00,00,00,54,A0,00,00
-1496624510.51677,047,20,00,00,00,00,00,00,00
-1496624510.51815,167,72,80,3E,09,FF,E0,00,00
-1496624510.51839,202,0C,8E,52,72,62,EE,01,63
-1496624510.51841,204,E8,00,7D,02,3F,F2,12,05
-1496624510.51842,217,01,4A,01,21,01,43,01,16
-1496624510.51852,25C,01,F0,06,50,24,18,82,6D
-1496624510.51856,085,74,3F,80,00,4E,50,7C,7D
-1496624510.5199,5B3,B3,00,FF,FF,FF,FF,FF,FF
-1496624510.52002,3A8,E0,00,9E,DB,00,00,00,00
-1496624510.5214,3CA,FF,80,08,00,00,00,00,00
-1496624510.52141,078,55,29,80,10,00,00,00,00
-1496624510.52152,422,00,00,00,8E,3C,12,FF,00
-1496624510.52153,423,AB,A0,00,00,00,00,00,00
-1496624510.52177,430,37,01,58,34,C8,79,77,00
-1496624510.52202,091,FF,FE,80,9A,F7,EE,30,00
-1496624510.52227,092,6F,BB,6F,73,0F,A0,10,EE
-1496624510.52252,431,05,1B,00,7E,09,80,00,00
-1496624510.52777,165,10,C3,4B,00,00,00,00,00
-1496624510.52778,167,72,80,3D,09,FF,E0,00,00
-1496624510.5279,076,36,48,C0,80,00,00,00,00
-1496624510.52814,077,01,5D,08,7F,7F,F7,FD,F9
-1496624510.52839,07D,00,00,FF,00,00,3F,EF,FE
-1496624510.52865,082,79,08,94,00,A9,80,40,00
-1496624510.5289,085,74,3F,80,00,4D,60,7C,7D
-1496624510.52915,200,02,95,80,00,80,38,0B,3C
-1496624510.5294,202,0C,8D,5A,72,62,EE,01,63
-1496624510.52964,213,FF,FF,08,04,00,02,04,40
-1496624510.52977,214,80,00,00,00,00,00,7F,00
-1496624510.53002,204,EC,00,7D,02,3F,F1,12,05
-1496624510.53027,216,5C,CE,30,BB,82,00,1F,55
-1496624510.53052,217,01,4B,01,21,01,43,01,16
-1496624510.53077,415,01,65,D4,91,0F,FF,0F,FF
-1496624510.53102,4B0,9F,00,00,00,00,00,00,FF
-1496624510.5324,230,00,02,00,00,00,00,00,00
-1496624510.53252,091,FF,FE,80,9D,F3,EF,30,00
-1496624510.53253,092,6F,B5,6F,77,0F,A0,11,EF
-1496624510.53254,25C,01,EE,06,4C,24,18,82,6D
-1496624510.5364,186,14,32,01,F4,00,ED,04,00
-1496624510.53641,187,D8,14,08,00,00,B0,00,00
-1496624510.53777,047,20,00,00,00,00,00,00,00
-1496624510.53802,167,72,80,3B,09,FF,E0,00,00
-1496624510.53803,202,0C,8B,62,72,64,EE,01,64
-1496624510.53804,204,F0,00,7D,02,41,F0,12,10
-1496624510.53805,217,01,4B,01,21,01,42,01,17
-1496624510.53827,25C,01,F0,06,50,24,18,82,6E
-1496624510.53852,085,74,3F,80,00,4C,70,7C,7D
-1496624510.53877,3CC,80,00,00,00,00,00,00,00
-1496624510.5414,3A8,E0,00,9E,DB,00,00,00,00
-1496624510.54152,078,01,28,80,10,00,00,00,00
-1496624510.54165,091,FF,FE,80,9C,F3,F0,30,00
-1496624510.5419,092,6F,C6,6F,71,0F,A0,05,F0
-1496624510.54828,165,10,C3,4B,00,00,00,00,00
-1496624510.54852,167,72,80,3B,09,FF,E0,00,00
-1496624510.54855,076,36,48,C0,80,00,00,00,00
-1496624510.54857,077,01,5E,08,81,7F,F7,F9,F8
-1496624510.54858,07D,00,00,FE,10,00,3F,EF,FE
-1496624510.54859,082,79,08,94,00,A9,80,40,00
-1496624510.5489,085,74,40,80,00,49,80,7C,7E
-1496624510.54915,200,02,95,80,00,80,38,0D,3A
-1496624510.54927,202,0C,8A,6A,72,64,EE,01,64
-1496624510.54952,213,FF,FF,08,04,00,02,04,40
-1496624510.54977,204,F4,00,7D,02,41,EF,12,10
-1496624510.55002,214,80,00,00,00,00,00,7E,10
-1496624510.55027,216,5E,D0,31,BC,82,00,20,55
-1496624510.55052,217,01,4B,01,21,01,42,01,17
-1496624510.55077,230,00,02,00,00,00,00,00,00
-1496624510.55102,3CA,FF,80,08,00,00,00,00,00
-1496624510.55127,415,01,65,D8,90,0F,FF,0F,FF
-1496624510.55152,4B0,9F,00,00,00,10,00,00,FE
-1496624510.55177,091,FF,FE,80,A0,EE,F1,30,00
-1496624510.55202,092,6F,B5,6F,75,0F,A0,11,F1
-1496624510.55227,25C,01,F3,06,4C,24,18,82,6F
-1496624510.55615,186,14,32,01,F4,00,ED,04,00
-1496624510.55616,187,D8,14,08,00,00,B0,00,00
-1496624510.55628,242,00,EB,20,0A,E7,00,00,01
-1496624510.55777,047,20,00,00,00,00,00,00,00
-1496624510.55779,167,72,80,3C,09,FF,E0,00,00
-1496624510.5578,202,0C,89,72,72,64,EE,01,64
-1496624510.55802,217,01,4B,01,21,01,42,01,18
-1496624510.55827,204,F8,00,7D,02,41,EE,12,0A
-1496624510.55852,25C,01,F4,06,50,24,18,82,6E
-1496624510.55877,085,74,40,80,00,49,90,7C,7D
-1496624510.5614,3A8,E0,00,9E,DE,00,00,00,00
-1496624510.56153,078,00,28,00,10,00,00,00,00
-1496624510.56178,091,FF,FE,80,9C,F1,F2,30,00
-1496624510.56202,092,6F,BC,6F,6C,0F,A0,12,F2
-1496624510.56477,42C,88,00,00,00,54,A0,00,00
-1496624510.56753,165,10,C3,4B,00,00,00,00,00
-1496624510.56754,167,72,80,3D,09,FF,E0,00,00
-1496624510.5679,076,36,48,C0,80,00,00,00,00
-1496624510.56815,077,01,5F,08,82,7F,F7,F9,F7
-1496624510.5684,07D,00,00,FD,20,00,3F,EF,FE
-1496624510.56866,082,79,08,94,00,A9,80,40,00
-1496624510.5689,085,74,40,80,00,48,A0,7C,7D
-1496624510.56915,200,02,95,80,00,80,38,0F,38
-1496624510.5694,083,00,20,00,00,00,00,00,00
-1496624510.56953,202,0C,88,7A,72,66,EE,01,64
-1496624510.56978,204,FC,00,7D,02,41,ED,12,10
-1496624510.57002,213,FF,FF,08,04,00,02,04,40
-1496624510.57028,214,80,00,00,00,00,00,7D,20
-1496624510.57053,216,5F,D0,33,BD,82,00,21,55
-1496624510.57078,217,01,4B,01,22,01,42,01,18
-1496624510.57102,230,00,02,00,00,00,00,00,00
-1496624510.57128,2A1,FF,FF,FF,FF,00,00,00,00
-1496624510.57153,3A7,00,40,0A,0C,5F,00,00,00
-1496624510.57178,3CC,80,00,00,00,00,00,00,00
-1496624510.57203,091,FF,FE,80,9C,F0,F3,30,00
-1496624510.57228,092,6F,B9,6F,73,0F,A0,0D,F3
-1496624510.57253,25C,01,F3,06,4B,24,18,82,6E
-1496624510.57278,415,01,65,DC,8F,0F,FF,0F,FF
-1496624510.5729,4B0,9F,00,00,00,20,00,00,FD
-1496624510.57565,186,14,32,01,F4,00,ED,04,00
-1496624510.57566,187,D8,14,08,00,00,B0,00,00
-1496624510.57715,3E2,FF,FF,FF,FF,E0,00,00,00
-1496624510.57716,047,20,00,00,00,00,00,00,00
-1496624510.57753,167,72,80,3C,09,FF,E0,00,00
-1496624510.57777,202,0C,97,02,72,66,EE,01,64
-1496624510.5779,217,01,4A,01,22,01,42,01,18
-1496624510.57815,204,C0,00,7D,02,41,FC,12,10
-1496624510.5784,25C,01,F0,06,50,24,18,82,6E
-1496624510.57866,085,74,40,80,00,47,B0,7C,7D
-1496624510.58003,455,00,00,00,00,00,00,00,00
-1496624510.58028,3A8,E0,00,9E,E2,00,00,00,00
-1496624510.58165,3CA,FF,80,08,00,00,00,00,00
-1496624510.58167,078,01,28,80,10,00,00,00,00
-1496624510.58178,04A,02,00,00,18,00,00,00,00
-1496624510.58203,04B,00,00,18,D8,C0,18,C0,00
